"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","0","0","210","0","Compiling DefaultMaterial: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithMeshParticles,bUsedWithStaticLighting,bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithNiagaraSprites,bUsedWithNiagaraRibbons,bUsedWithNiagaraMeshParticles}"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","0","0","648","0","Compiling WorldGridMaterial: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=1, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","0","0","21","0","Compiling DefaultTextMaterialOpaque: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","21","0","0","2","0","Compiling PPM_DefaultCalibrationGrayscale: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","21","0","0","2","0","Compiling PPM_DefaultCalibrationColor: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","0","0","7","0","Compiling PreviewShadowIndicatorMaterial: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","0","0","2","0","Compiling M_Sky_Panning_Clouds2: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","21","0","0","45","0","Compiling M_Floor_01: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","21","0","0","15","0","Compiling MatineeCam_mat: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/OculusXR/Materials/M_BlobShadow.M_BlobShadow","21","0","0","2","0","Compiling M_BlobShadow: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","0","0","4","0","Compiling SnapGridMaterial: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithSplineMeshes}"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","0","0","10","0","Compiling m_SimpleVolumetricCloud: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithVolumetricCloud}"
"/Interchange/gltf/M_Unlit.M_Unlit","21","0","0","4","0","Compiling M_Unlit: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Unlit.M_Unlit","21","0","0","4","0","Compiling M_Unlit: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Unlit.M_Unlit","21","0","0","16","0","Compiling M_Unlit: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Unlit.M_Unlit","21","0","0","8","0","Compiling M_Unlit: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Unlit.M_Unlit","21","0","0","4","0","Compiling M_Unlit: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Unlit.M_Unlit","21","0","0","16","0","Compiling M_Unlit: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","21","0","0","42","0","Compiling M_FPGun: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","21","0","0","6","0","Compiling M_TeleportNoise: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithNiagaraRibbons,bUsedWithNiagaraMeshParticles}"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","21","0","0","6","0","Compiling M_TeleportCylinder: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithNiagaraRibbons,bUsedWithNiagaraMeshParticles}"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","21","0","0","45","45","Compiling M_GridRotation: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'WorldAligned2-1'=True"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","21","0","0","45","0","Compiling M_GridRotation: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'WorldAligned2-1'=False"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","21","0","0","45","0","Compiling M_PrototypeGrid: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'ObjectAligned2-1'=False, StaticSwitch'TopSurfaceColor2-1'=False"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","21","0","0","45","0","Compiling M_PrototypeGrid: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'ObjectAligned2-1'=True, StaticSwitch'TopSurfaceColor2-1'=False"
"/Game/Characters/MannequinsXR/Materials/M_Mannequin.M_Mannequin","21","0","0","30","60","Compiling M_Mannequin: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'UseLogo2-1'=False"
"/Game/Characters/MannequinsXR/Materials/M_Mannequin.M_Mannequin","21","0","0","30","30","Compiling M_Mannequin: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'UseLogo2-1'=True"
"/Interchange/gltf/M_Default.M_Default","21","0","0","30","0","Compiling M_Default: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Default.M_Default","21","0","0","20","0","Compiling M_Default: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Default.M_Default","21","0","0","42","0","Compiling M_Default: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Default.M_Default","21","0","0","20","0","Compiling M_Default: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Default.M_Default","21","0","0","42","0","Compiling M_Default: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Default.M_Default","21","0","0","34","0","Compiling M_Default: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","0","0","42","0","Compiling SpeedTreeBillboardMaster: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_TwoSidedFoliage, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithInstancedStaticMeshes}, StaticSwitch'SharedEnable2-1'=True"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","0","0","102","0","Compiling SpeedTreeMaster: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_TwoSidedFoliage, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Branch1Enable2-1'=True, StaticSwitch'Branch2Enable2-1'=False, StaticSwitch'FlipBacksideNormals2-1'=True, StaticSwitch'HandleCameraFacing2-1'=False, StaticSwitch'HasBranch2Data_Internal2-1'=False, StaticSwitch'RippleEnable2-1'=True, StaticSwitch'RippleShimmerEnable2-1'=False, StaticSwitch'SharedEnable2-1'=True"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","0","0","30","0","Compiling M_SpecularGlossiness: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","0","0","20","0","Compiling M_SpecularGlossiness: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","0","0","42","0","Compiling M_SpecularGlossiness: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","0","0","34","0","Compiling M_SpecularGlossiness: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","0","0","20","0","Compiling M_SpecularGlossiness: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","0","0","42","0","Compiling M_SpecularGlossiness: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Transmission.M_Transmission","21","0","0","36","0","Compiling M_Transmission: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_ThinTranslucent, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Transmission.M_Transmission","21","0","0","36","0","Compiling M_Transmission: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_ThinTranslucent, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Sheen.M_Sheen","21","0","0","30","0","Compiling M_Sheen: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Sheen.M_Sheen","21","0","0","20","0","Compiling M_Sheen: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Sheen.M_Sheen","21","0","0","42","0","Compiling M_Sheen: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Sheen.M_Sheen","21","0","0","34","0","Compiling M_Sheen: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Sheen.M_Sheen","21","0","0","20","0","Compiling M_Sheen: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_Sheen.M_Sheen","21","0","0","42","0","Compiling M_Sheen: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","0","0","30","0","Compiling M_ClearCoat: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","0","0","20","0","Compiling M_ClearCoat: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","0","0","42","0","Compiling M_ClearCoat: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","0","0","34","0","Compiling M_ClearCoat: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","0","0","20","0","Compiling M_ClearCoat: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","0","0","42","0","Compiling M_ClearCoat: Platform=VULKAN_ES3_1_ANDROID, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
